address,housing_type,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq,latitude,longitude,post_code,region
Östra Skansgatan 8B,Lägenhet,Göteborgs kommun,66.3,2.0,5074.0,4200000.0,2022-04-06,9.0,63348.0,0.0,,57.6996478,11.957472, 413 01,Haga
Molnvädersgatan 20,Lägenhet,Göteborgs kommun,40.0,1.0,2794.0,1160000.0,2022-04-06,18.0,29000.0,0.0,,57.720138,11.8965584, 418 72,Jättesten
Guldringen 7,Lägenhet,Göteborgs kommun,45.0,1.5,2989.0,2000000.0,2022-04-06,19.0,44444.0,0.0,,57.6583293,11.8900805, 426 51,Guldringen
Åbranten 9,Villa,Göteborgs kommun,155.0,6.0,,5400000.0,2022-04-06,9.0,34839.0,0.0,0.0,57.7793219,12.06371745, 424 55,Linnarhult
Hammarvägen 336,Radhus,Göteborgs kommun,131.0,5.0,,6770000.0,2022-04-06,4.0,51679.0,0.0,0.0,57.628158,11.8890652, 421 66,Näset
Litteraturgatan 214,Lägenhet,Göteborgs kommun,76.0,3.0,4495.0,2970000.0,2022-04-06,3.0,39079.0,0.0,,57.7496349,11.9804391, 422 55,Skälltorp
Önneredsvägen 115,Lägenhet,Göteborgs kommun,80.0,3.0,5266.0,4000000.0,2022-04-06,0.0,50000.0,0.0,,57.642725,11.8799519, 421 59,Önnered
Vattugatan 5,Lägenhet,Göteborgs kommun,33.4,1.5,2378.0,2425000.0,2022-04-06,2.0,72605.0,0.0,,57.6949719,11.9406046, 413 16,Masthugget
Piggvarsgatan 29,Radhus,Göteborgs kommun,87.0,4.0,,6300000.0,2022-04-06,12.0,72414.0,0.0,0.0,57.6597557,11.8648089, 426 79,Fiskebäck
Månskäregatan 3B,Lägenhet,Göteborgs kommun,56.0,2.0,3617.0,3650000.0,2022-04-06,4.0,65179.0,0.0,,57.7033978,12.0184466, 412 72,Kärralund
Nordreviksvägen 7,Villa,Göteborgs kommun,181.0,6.0,,11300000.0,2022-04-06,8.0,62431.0,0.0,60.0,57.563198150000005,11.93772009234678, 427 37,Billdal
Institutsgatan 7,Villa,Göteborgs kommun,166.0,6.0,,6100000.0,2022-04-06,14.0,36747.0,0.0,79.0,57.7178016,11.91788415, 400 72,Kyrkbyn
Värslevägen 31,Lägenhet,Göteborgs kommun,37.3,1.5,2478.0,1840000.0,2022-04-06,-3.0,49330.0,0.0,,57.6306808,11.9336797, 436 44,Askim
Bronsfyndsgatan 33,Radhus,Göteborgs kommun,98.0,5.0,,6600000.0,2022-04-06,22.0,67347.0,0.0,14.0,57.6366629,11.9062686, 421 63,Kannebäck
Strandridaregatan 18P,Lägenhet,Göteborgs kommun,36.7,1.0,1982.0,2800000.0,2022-04-06,23.0,76294.0,0.0,,57.6848596,11.9193418, 414 73,Kungsladugård
Skalldalsvägen 81,Radhus,Göteborgs kommun,127.0,5.0,,7400000.0,2022-04-06,18.0,58268.0,0.0,0.0,57.613662000000005,11.946371364339814, 436 55,Hovås
Ernst Torulfsgatan 19A,Lägenhet,Göteborgs kommun,49.5,2.0,4095.0,2300000.0,2022-04-06,5.0,46465.0,0.0,,57.7220208,12.0308205, 416 73,Kålltorp
Doktor Hjorts gata 10A,Lägenhet,Göteborgs kommun,61.0,3.0,3791.0,4150000.0,2022-04-06,11.0,68033.0,0.0,,57.6831434,11.9735255, 413 23,Guldheden
Doktor Forselius gata 14,Lägenhet,Göteborgs kommun,120.0,6.0,7577.0,6100000.0,2022-04-06,4.0,50833.0,0.0,,57.6803577,11.980598, 413 26,Guldheden
Stenåldersvägen 14,Villa,Göteborgs kommun,95.0,5.0,,5450000.0,2022-04-06,0.0,57368.0,0.0,32.0,57.70510095,11.897901949999994, 418 77,Kyrkbyn
Smörgatan 27,Lägenhet,Göteborgs kommun,99.0,3.5,5572.0,5490000.0,2022-04-06,17.0,55455.0,0.0,,57.67962,12.0173952, 431 37,Kallebäck
Rustmästaregatan 19,Lägenhet,Göteborgs kommun,82.0,3.0,4026.0,4000000.0,2022-04-05,9.0,48780.0,0.0,,57.7327526,12.0263136, 415 26,Gamlestaden
Ottfjällsgatan 1,Lägenhet,Göteborgs kommun,48.0,2.0,3562.0,2620000.0,2022-04-05,10.0,54583.0,0.0,,57.718279,12.0172007, 416 72,Bagaregården
Nordostpassagen 25,Lägenhet,Göteborgs kommun,77.0,3.0,3328.0,4400000.0,2022-04-05,5.0,57143.0,0.0,,57.6956572,11.9465425, 413 11,Masthugget
Nordostpassagen 25,Lägenhet,Göteborgs kommun,76.6,3.0,3489.0,5350000.0,2022-04-01,10.0,69843.0,0.0,,57.6956572,11.9465425, 413 11,Masthugget
Cederflychts gata 1,Lägenhet,Göteborgs kommun,93.4,4.0,6251.0,2700000.0,2022-04-05,8.0,28908.0,0.0,,57.7541851,11.989479756726658, 422 48,Skälltorp
Cederflychts gata 1,Lägenhet,Göteborgs kommun,66.1,2.0,4545.0,2050000.0,2022-02-14,,31014.0,0.0,,57.7541851,11.989479756726658, 422 48,Skälltorp
Åslyckevägen 10,Villa,Göteborgs kommun,108.0,5.0,,5550000.0,2022-04-05,1.0,51389.0,0.0,73.0,57.7546428,11.935752100462013, 417 48,Tuve
Kapplandsgatan 34,Lägenhet,Göteborgs kommun,54.8,2.0,3350.0,2410000.0,2022-04-05,5.0,43978.0,0.0,,57.671181,11.9333675, 414 79,Högsbotorp
Kapplandsgatan 34,Lägenhet,Göteborgs kommun,58.8,2.0,3576.0,2610000.0,2022-04-01,11.0,44388.0,0.0,,57.671181,11.9333675, 414 79,Högsbotorp
Kapplandsgatan 34,Lägenhet,Göteborgs kommun,26.8,1.0,1780.0,1650000.0,2022-03-25,0.0,61567.0,0.0,,57.671181,11.9333675, 414 79,Högsbotorp
Antenngatan 47C,Lägenhet,Göteborgs kommun,115.0,5.0,9677.0,5000000.0,2022-04-05,19.0,43478.0,0.0,,57.6522917,11.9301975, 421 33,Järnbrott
Karl Johansgatan 92,Lägenhet,Göteborgs kommun,61.0,2.0,2984.0,3400000.0,2022-04-05,14.0,55738.0,0.0,,57.6932638,11.9183801, 415 55,Majorna
Örgryte Stomgata 28,Lägenhet,Göteborgs kommun,100.0,5.0,5301.0,7100000.0,2022-04-05,0.0,71000.0,0.0,,57.69329565,12.004672247096456, 412 67,Skår
Sten-Åke Cederhöks Gata 1B,Lägenhet,Göteborgs kommun,68.0,2.5,3671.0,5400000.0,2022-04-05,9.0,79412.0,0.0,,57.6996579,12.0170253, 412 49,Kärralund
Lilla Fridhemsgatan 6B,Lägenhet,Göteborgs kommun,38.0,1.0,2670.0,2650000.0,2022-04-05,18.0,69737.0,0.0,,57.6841306,11.9244307, 414 78,Kungsladugård
Utåkersgatan 3B,Lägenhet,Göteborgs kommun,87.0,3.5,5927.0,3790000.0,2022-04-04,3.0,43563.0,0.0,,57.7169667,12.0312551, 416 53,Kålltorp
Utåkersgatan 3B,Lägenhet,Göteborgs kommun,87.0,3.0,5927.0,3830000.0,2022-03-24,1.0,44023.0,0.0,,57.7169667,12.0312551, 416 53,Kålltorp
Nilssonsberg 5,Lägenhet,Göteborgs kommun,46.4,2.0,2739.0,3500000.0,2022-04-04,10.0,75431.0,0.0,,57.694216,11.9582236, 411 42,Annedal
Hälleflundregatan 22,Lägenhet,Göteborgs kommun,90.0,3.0,4733.0,6625000.0,2022-04-04,14.0,73611.0,0.0,,57.6486803,11.85598, 421 57,Fiskebäck
Guldpokalsgatan 5B,Lägenhet,Göteborgs kommun,36.5,1.0,2585.0,1800000.0,2022-04-04,6.0,49315.0,0.0,,57.7211032,11.9312274, 417 16,Kvillebäcken
Askims ängsväg 17,Villa,Göteborgs kommun,328.0,10.0,,15950000.0,2022-04-03,0.0,48628.0,0.0,0.0,57.6322347,11.9423772, 436 40,Askim
Långåsliden 12,Villa,Göteborgs kommun,250.0,10.0,,12995000.0,2022-04-03,0.0,51980.0,0.0,100.0,57.6942528,12.0113559, 412 69,Skår
Purpurgatan 17,Radhus,Göteborgs kommun,133.0,5.0,,6600000.0,2022-04-03,7.0,49624.0,0.0,1.0,57.6285691,11.8961624, 421 66,Näset
Femkampsgatan 3A,Lägenhet,Göteborgs kommun,37.0,1.0,2951.0,2375000.0,2022-04-03,,64189.0,0.0,,57.7077803,11.9992131, 415 69,Lunden
Kabelgatan 37E,Lägenhet,Göteborgs kommun,54.0,2.0,3961.0,2750000.0,2022-04-02,6.0,50926.0,0.0,,57.6893539,11.9274929, 414 70,Majorna
Brämaregatan 1A,Lägenhet,Göteborgs kommun,71.0,3.0,4540.0,3600000.0,2022-04-02,,50704.0,0.0,,57.7187303,11.9484962, 417 04,Rambergsstaden
Ångaren Indias gata 1,Lägenhet,Göteborgs kommun,76.0,2.0,4358.0,3300000.0,2022-04-02,-1.0,43421.0,0.0,,57.7070747,11.9230156, 417 60,Eriksberg
Sägengatan 60,Lägenhet,Göteborgs kommun,39.6,1.0,3300.0,1425000.0,2022-04-02,6.0,35985.0,0.0,,57.7474349,11.9813339, 422 55,Backa
Nordostpassagen 42,Lägenhet,Göteborgs kommun,39.0,1.5,2557.0,2750000.0,2022-04-02,7.0,70513.0,0.0,,57.6929329,11.9477103, 413 11,Masthugget
Nordostpassagen 42,Lägenhet,Göteborgs kommun,104.0,5.0,5164.0,7550000.0,2022-02-23,21.0,72596.0,0.0,,57.6929329,11.9477103, 413 11,Masthugget
Vintervädersgatan 7,Lägenhet,Göteborgs kommun,52.3,2.0,2955.0,1560000.0,2022-04-01,5.0,29828.0,0.0,,57.725439,11.8951408, 418 38,Svartedalen
Aveskärsgatan 4A,Villa,Göteborgs kommun,169.0,6.0,,9325000.0,2022-04-01,10.0,55178.0,0.0,32.0,57.63213275,11.887566300000003, 421 63,Näset
Ekebygatan 6,Lägenhet,Göteborgs kommun,65.4,2.0,4759.0,1850000.0,2022-04-01,16.0,28287.0,0.0,,57.75584955,11.989367074890303, 422 59,Skälltorp
Räntmästaregatan 25G,Lägenhet,Göteborgs kommun,40.5,2.0,2776.0,2835000.0,2022-04-01,,70000.0,0.0,,57.7109835,12.0115068, 416 57,Lunden
Sankt Jörgens väg 12A,Lägenhet,Göteborgs kommun,75.0,3.0,4135.0,3525000.0,2022-04-01,18.0,47000.0,0.0,,57.7489617,11.9521986, 422 49,Skogome
Sankt Jörgens Väg 12A,Lägenhet,Göteborgs kommun,75.0,3.0,4135.0,3460000.0,2022-02-28,16.0,46133.0,0.0,,57.7489617,11.9521986, 422 49,Skogome
Barken Beatrices Gata 14,Lägenhet,Göteborgs kommun,85.0,3.0,4702.0,5600000.0,2022-04-01,7.0,65882.0,0.0,,57.7057032,11.9240262, 417 60,Eriksberg
Åkroken 8,Villa,Göteborgs kommun,85.0,4.0,,4800000.0,2022-04-01,14.0,56471.0,0.0,85.0,57.7819332,12.0648945, 424 55,Linnarhult
Klåveskärsgatan 4,Radhus,Göteborgs kommun,162.0,7.0,,7500000.0,2022-04-01,,46296.0,0.0,5.0,57.641353,11.882402, 421 57,Önnered
Skogaberg 98,Villa,Göteborgs kommun,155.0,7.0,,6600000.0,2022-04-01,7.0,42581.0,0.0,8.0,57.74763285,11.9608130447874, 422 49,Skogome
Julaftonsgatan 86,Villa,Göteborgs kommun,100.0,5.0,,4300000.0,2022-04-01,8.0,43000.0,0.0,57.0,57.76381585,12.0352376, 415 43,Norra Kortedala
Hallstenshagen 5,Radhus,Göteborgs kommun,145.0,5.0,,7100000.0,2022-04-01,,48966.0,0.0,0.0,57.64916445,11.885883687673088, 421 59,Bratthammar
Kaggeledsgatan 38C,Lägenhet,Göteborgs kommun,84.0,3.0,5158.0,3900000.0,2022-04-01,,46429.0,0.0,,57.7226614,12.034523826276292, 416 74,Kålltorp
Kaggeledsgatan 38C,Lägenhet,Göteborgs kommun,84.0,3.0,5158.0,3650000.0,2022-03-15,7.0,43452.0,0.0,,57.7226614,12.034523826276292, 416 74,Kålltorp
Kaggeledsgatan 38C,Lägenhet,Göteborgs kommun,84.0,3.0,5158.0,4050000.0,2022-02-16,,48214.0,0.0,,57.7226614,12.034523826276292, 416 74,Kålltorp
Regementsvägen 4,Lägenhet,Göteborgs kommun,59.0,2.0,3955.0,2700000.0,2022-04-01,,45763.0,0.0,,57.7361005,12.0256435, 415 27,Gamlestaden
Termometergatan 19,Villa,Göteborgs kommun,122.0,5.0,,5700000.0,2022-04-01,0.0,46721.0,0.0,6.0,57.73442995,11.8867174, 418 37,Länsmansgården
Sisjövägen 351,Radhus,Göteborgs kommun,154.0,,,5950000.0,2022-04-01,1.0,38636.0,0.0,25.0,57.6311839,11.9620805, 436 38,Askim
Svängrumsgatan 44,Lägenhet,Göteborgs kommun,76.5,3.0,3995.0,3000000.0,2022-04-01,5.0,39216.0,0.0,,57.6631681,11.930343, 421 73,Flatås
Svängrumsgatan 44,Lägenhet,Göteborgs kommun,76.5,3.0,3925.0,3400000.0,2022-03-06,0.0,44444.0,0.0,,57.6631681,11.930343, 421 73,Flatås
Solhagagatan 64,Lägenhet,Göteborgs kommun,97.7,4.0,6936.0,2450000.0,2022-04-01,2.0,25077.0,0.0,,57.7947908,11.9949474, 425 31,Kärra
Solhagagatan 64,Lägenhet,Göteborgs kommun,76.9,3.0,5388.0,2200000.0,2022-03-19,10.0,28609.0,0.0,,57.7947908,11.9949474, 425 31,Kärra
Kapplandsgatan 98,Lägenhet,Göteborgs kommun,104.0,5.0,5679.0,4500000.0,2022-04-01,0.0,43269.0,0.0,,57.6695913,11.9332889, 414 79,Högsbotorp
Lenvädersgatan 5,Lägenhet,Göteborgs kommun,82.1,4.0,5243.0,1900000.0,2022-04-01,12.0,23143.0,0.0,,57.7240396,11.8941452, 418 38,Svartedalen
Förstamajgatan 24,Lägenhet,Göteborgs kommun,53.5,2.0,3220.0,1560000.0,2022-03-31,1.0,29159.0,0.0,,57.7568122,12.0349158, 415 43,Södra Kortedala
Millenniumgatan 38,Villa,Göteborgs kommun,140.0,5.0,4644.0,4450000.0,2022-03-31,7.0,31786.0,0.0,0.0,57.7556713,12.0206502, 415 09,Södra Kortedala
Stampgatan 42,Lägenhet,Göteborgs kommun,59.0,2.0,3017.0,2850000.0,2022-03-31,-5.0,48305.0,0.0,,57.708002,11.9859271, 411 01,Stampen
Valebergsvägen 211,Radhus,Göteborgs kommun,129.0,5.0,,6500000.0,2022-03-31,,50388.0,0.0,0.0,57.5652639,11.942047, 427 37,Billdal
Sjömansgatan 7,Lägenhet,Göteborgs kommun,55.0,2.0,4193.0,4100000.0,2022-03-31,14.0,74545.0,0.0,,57.6949902,11.943427, 413 17,Masthugget
Solhagagatan 62,Lägenhet,Göteborgs kommun,76.6,3.0,5378.0,2340000.0,2022-03-31,7.0,30548.0,0.0,,57.7947315,11.9953801, 425 31,Kärra
Solhagagatan 62,Lägenhet,Göteborgs kommun,76.0,3.0,5518.0,1900000.0,2022-02-16,-5.0,25000.0,0.0,,57.7947315,11.9953801, 425 31,Kärra
Lasarettsgatan 6,Lägenhet,Göteborgs kommun,39.0,1.0,1789.0,3100000.0,2022-03-31,,79487.0,0.0,,57.7034137,11.957621, 411 21,Inom Vallgraven
Lasarettsgatan 6,Lägenhet,Göteborgs kommun,67.0,2.0,2700.0,4200000.0,2022-03-02,9.0,62687.0,0.0,,57.7034137,11.957621, 411 21,Inom Vallgraven
Lasarettsgatan 6,Lägenhet,Göteborgs kommun,56.0,2.0,2319.0,4200000.0,2022-02-26,11.0,75000.0,0.0,,57.7034137,11.957621, 411 21,Inom Vallgraven
Lasarettsgatan 6,Lägenhet,Göteborgs kommun,77.0,3.0,2996.0,6050000.0,2022-02-12,10.0,78571.0,0.0,,57.7034137,11.957621, 411 21,Inom Vallgraven
Prilyckegatan 93,Lägenhet,Göteborgs kommun,62.0,2.0,4474.0,2000000.0,2022-03-31,0.0,32258.0,0.0,,57.7914177,11.9865087, 425 31,Kärra
Kraftrunegatan 44,Villa,Göteborgs kommun,86.0,4.0,,5500000.0,2022-03-31,2.0,63953.0,0.0,0.0,57.7267508,11.7554249, 423 32,Nolered
Styrgången 1,Lägenhet,Göteborgs kommun,84.0,3.0,4265.0,6205000.0,2022-03-31,24.0,73869.0,0.0,,57.699742,11.9127805, 417 64,Eriksberg
Östra Eriksbergsgatan 81,Lägenhet,Göteborgs kommun,58.0,2.0,2875.0,3310000.0,2022-03-31,11.0,57069.0,0.0,,57.702712250000005,11.91703829999998, 417 62,Eriksberg
Östra Eriksbergsgatan 81,Lägenhet,Göteborgs kommun,67.8,3.0,3367.0,3600000.0,2022-03-20,0.0,53097.0,0.0,,57.702712250000005,11.91703829999998, 417 62,Eriksberg
Östra Eriksbergsgatan 81,Lägenhet,Göteborgs kommun,57.6,2.0,2773.0,3195000.0,2022-03-04,0.0,55469.0,0.0,,57.702712250000005,11.91703829999998, 417 62,Eriksberg
Spektrumsgatan 39,Villa,Göteborgs kommun,150.0,6.0,,6275000.0,2022-03-31,7.0,41833.0,0.0,0.0,57.6326484,11.897175335104269, 421 63,Näset
Gatugårdsvägen 7B,Radhus,Göteborgs kommun,122.0,4.0,,5450000.0,2022-03-31,,44672.0,0.0,0.0,57.7252306,11.7723093, 423 74,Nolered
Gatugårdsvägen 11G,Radhus,Göteborgs kommun,124.0,5.0,,5600000.0,2022-02-17,,45161.0,0.0,0.0,57.7252306,11.7723093, 423 74,Nolered
Sveagatan 29,Lägenhet,Göteborgs kommun,64.9,2.0,4237.0,4175000.0,2022-03-31,0.0,64330.0,0.0,,57.6920182,11.9545122, 413 14,Olivedal
Sveagatan 29,Lägenhet,Göteborgs kommun,82.0,2.0,3921.0,5470000.0,2022-05-05,10.0,66707.0,0.0,,57.6920182,11.9545122, 413 14,Olivedal
Sveagatan 23A,Lägenhet,Göteborgs kommun,84.0,2.5,6020.0,6950000.0,2022-03-31,17.0,82738.0,0.0,,57.6928765,11.9542591, 413 14,Olivedal
Orkestergatan 21,Lägenhet,Göteborgs kommun,45.0,1.5,1865.0,1950000.0,2022-03-31,0.0,43333.0,0.0,,57.6638647,11.9237281, 421 39,Kaverös
Musikvägen 24,Lägenhet,Göteborgs kommun,70.0,3.0,4255.0,2650000.0,2022-03-31,0.0,37857.0,0.0,,57.6610721,11.9107608, 421 41,Ruddalen
Långedragsvägen 61B,Villa,Göteborgs kommun,156.0,6.0,,9200000.0,2022-03-31,3.0,58974.0,0.0,0.0,57.6794055,11.888523846094674, 426 71,Hagen
Mariagatan 13C,Lägenhet,Göteborgs kommun,77.0,2.5,3785.0,4850000.0,2022-03-31,17.0,62987.0,0.0,,57.6862286,11.9192946, 414 71,Kungsladugård
Erlingsvägen 6,Villa,Göteborgs kommun,135.0,5.0,,6700000.0,2022-03-31,,49630.0,0.0,15.0,57.7407824,11.91811265, 417 47,Kärrdalen
Silvermyntsgatan 20,Lägenhet,Göteborgs kommun,67.0,3.0,4366.0,3200000.0,2022-03-31,12.0,47761.0,0.0,,57.6746767,11.9274084, 414 81,Högsbotorp
Sankt Pauligatan 40,Lägenhet,Göteborgs kommun,170.0,6.0,3939.0,6500000.0,2022-03-31,0.0,81250.0,0.0,,57.7091969,12.0040026, 416 60,Lunden
Sankt Pauligatan 40,Lägenhet,Göteborgs kommun,37.0,1.0,1468.0,2520000.0,2022-02-03,27.0,68108.0,0.0,,57.7091969,12.0040026, 416 60,Lunden
Gyllenstensgatan 1,Lägenhet,Göteborgs kommun,61.0,2.0,2546.0,3210000.0,2022-03-30,9.0,52623.0,0.0,,57.71821705,12.027928269278096, 416 73,Kålltorp
Gyllenstensgatan 1,Lägenhet,Göteborgs kommun,60.0,2.0,2504.0,3150000.0,2022-03-10,9.0,52500.0,0.0,,57.71821705,12.027928269278096, 416 73,Kålltorp
Gyllenstensgatan 1,Lägenhet,Göteborgs kommun,50.0,2.0,2150.0,2610000.0,2022-03-02,7.0,52200.0,0.0,,57.71821705,12.027928269278096, 416 73,Kålltorp
Värslevägen 41,Lägenhet,Göteborgs kommun,75.6,3.0,4642.0,2975000.0,2022-03-30,5.0,39352.0,0.0,,57.6312043,11.9338288, 436 44,Askim
Linnégatan 61,Lägenhet,Göteborgs kommun,93.5,3.5,2904.0,9800000.0,2022-03-30,0.0,104813.0,0.0,,57.691801,11.9519135, 413 10,Olivedal
Väderbodarna 5,Lägenhet,Göteborgs kommun,60.0,2.0,3676.0,1495000.0,2022-03-30,50.0,24917.0,0.0,,57.7238364,11.89561, 418 38,Svartedalen
Nilssonsberg 10,Lägenhet,Göteborgs kommun,58.7,2.0,3166.0,3860000.0,2022-03-30,11.0,65758.0,0.0,,57.694847,11.9585562, 411 42,Annedal
Toleredsgatan 21,Lägenhet,Göteborgs kommun,53.0,2.0,4261.0,1995000.0,2022-03-30,0.0,37642.0,0.0,,57.7314305,11.925557201863873, 417 27,Slättadamm
Killingegången 11,Radhus,Göteborgs kommun,169.0,6.0,,8250000.0,2022-03-30,7.0,48817.0,0.0,8.0,57.6777367,11.8862663, 426 71,Hagen
Kransen 5,Lägenhet,Göteborgs kommun,53.0,2.0,3242.0,2795000.0,2022-03-30,0.0,52736.0,0.0,,57.7215079,12.019865026104544, 416 72,Bagaregården
Lillekärr Södra 122,Lägenhet,Göteborgs kommun,62.5,2.5,4208.0,1590000.0,2022-03-30,0.0,25440.0,0.0,,57.7912677,11.990191, 425 31,Kärra
Trondheimsgatan 5,Villa,Göteborgs kommun,90.0,5.0,,7400000.0,2022-03-30,,82222.0,0.0,91.0,57.7035334,11.905745516692154, 417 67,Kyrkbyn
Graffmansgatan 6,Radhus,Göteborgs kommun,136.0,5.0,,9600000.0,2022-03-30,14.0,70588.0,0.0,59.0,57.7032199,12.01392447433155, 412 72,Kärralund
Nordhemsgatan 30,Lägenhet,Göteborgs kommun,90.0,4.0,5303.0,6675000.0,2022-03-30,14.0,74167.0,0.0,,57.6977151,11.95, 413 05,Olivedal
Sibbajordslyckan 1,Tomt,Göteborgs kommun,,,,1300000.0,2022-03-29,-18.0,,0.0,0.0,57.8109551,12.1751722, 424 91,Bergum
Bredängen 39,Lägenhet,Göteborgs kommun,39.0,1.0,3255.0,2170000.0,2022-03-29,-1.0,55641.0,0.0,,57.5887459,11.93922429189509, 427 36,Billdal
Hallekullevägen 28,Villa,Göteborgs kommun,212.0,9.0,,11050000.0,2022-03-29,-2.0,52123.0,0.0,64.0,57.5945502,11.94485791145494, 427 36,Billdal
Harald Hjärnesgatan 13C,Lägenhet,Göteborgs kommun,51.0,2.0,4003.0,2300000.0,2022-03-29,0.0,45098.0,0.0,,57.7259149,11.9447418, 417 20,Kvillebäcken
Halvtumsgatan 12,Lägenhet,Göteborgs kommun,71.0,3.0,4230.0,2800000.0,2022-03-29,0.0,39437.0,0.0,,57.6656917,11.9334415, 421 73,Flatås
Fagergläntan 47,Fritidshus,Göteborgs kommun,,,,975000.0,2022-03-29,-2.0,,0.0,0.0,57.8012981,11.9712516, 425 65,Kärra
Kastellgatan 21B,Lägenhet,Göteborgs kommun,47.0,2.0,2963.0,3750000.0,2022-03-29,10.0,79787.0,0.0,,57.6930589,11.9551434, 413 14,Olivedal
Mölnesjögatan 119,Villa,Göteborgs kommun,141.0,4.0,,3875000.0,2022-03-29,1.0,27482.0,0.0,0.0,57.80863215,12.06954395, 424 49,Rannebergen
Båtsman Rems gata 19,Radhus,Göteborgs kommun,115.0,6.0,,5550000.0,2022-03-29,8.0,48261.0,0.0,17.0,57.7592054,11.9641961, 422 57,Skälltorp
Kvillegatan 1,Lägenhet,Göteborgs kommun,99.0,5.0,5091.0,4820000.0,2022-03-29,3.0,48687.0,0.0,,57.7181262,11.9517996, 417 08,Rambergsstaden
Jättegrytsgatan 2A,Lägenhet,Göteborgs kommun,130.0,4.5,7146.0,6990000.0,2022-03-29,0.0,53769.0,0.0,,57.6964367,12.001177, 412 68,Skår
Stabbegatan 83,Lägenhet,Göteborgs kommun,53.0,2.0,3624.0,2350000.0,2022-03-29,9.0,44340.0,0.0,,57.7180989,12.0476213, 416 80,Björkekärr
Lillekärr södra 184,Lägenhet,Göteborgs kommun,62.0,2.0,4450.0,2000000.0,2022-03-29,4.0,32258.0,0.0,,57.7929571,11.9876095, 425 31,Kärra
Lillekärr Södra 184,Lägenhet,Göteborgs kommun,62.0,2.0,3937.0,1965000.0,2022-02-10,4.0,31694.0,0.0,,57.7929571,11.9876095, 425 31,Kärra
Södra vägen 68B,Lägenhet,Göteborgs kommun,39.0,1.0,2811.0,2600000.0,2022-03-29,0.0,66667.0,0.0,,57.6929938,11.991045895906815, 412 55,Heden
Södra vägen 68B,Lägenhet,Göteborgs kommun,79.0,3.0,4539.0,4900000.0,2022-03-22,10.0,62025.0,0.0,,57.6929938,11.991045895906815, 412 55,Heden
Sävenäsgatan 3B,Lägenhet,Göteborgs kommun,48.5,2.0,3408.0,2375000.0,2022-03-29,4.0,48969.0,0.0,,57.723701,12.019673, 416 72,Kålltorp
Uppegårdsliden 16,Radhus,Göteborgs kommun,136.0,5.0,,7720000.0,2022-03-29,19.0,56765.0,0.0,10.0,57.6681959,11.8958627, 426 69,Grimmered
Taklöksvägen 4,Lägenhet,Göteborgs kommun,78.0,3.0,3800.0,3950000.0,2022-03-29,10.0,50641.0,0.0,,57.7310596,11.938730194065574, 417 19,Slättadamm
Kunga-Amandas Gränd 1,Lägenhet,Göteborgs kommun,31.5,1.0,2123.0,2250000.0,2022-03-29,0.0,71429.0,0.0,,57.5993434,11.9487125, 436 53,Billdal
Ättehögsgatan 10A,Lägenhet,Göteborgs kommun,37.0,1.0,2435.0,2100000.0,2022-03-29,0.0,56757.0,0.0,,57.7200613,12.0329903, 416 74,Kålltorp
Slottsskogsgatan 71B,Lägenhet,Göteborgs kommun,47.0,2.0,2841.0,2980000.0,2022-03-29,11.0,63404.0,0.0,,57.6852975,11.9279205, 414 69,Kungsladugård
Slottsskogsgatan 71,Lägenhet,Göteborgs kommun,37.0,1.0,2139.0,2910000.0,2022-02-03,20.0,78649.0,0.0,,57.6852975,11.9279205, 414 69,Kungsladugård
Vallhamnsgatan 98,Radhus,Göteborgs kommun,130.0,4.0,,5760000.0,2022-03-29,-1.0,44308.0,0.0,0.0,57.6249161,11.9019596, 421 66,Näset
Bergskogsgatan 1,Villa,Göteborgs kommun,114.0,5.0,,6250000.0,2022-03-29,6.0,54825.0,0.0,78.0,57.74405035,11.95793325, 422 49,Brunnsbo
Heidenstams gata 5,Lägenhet,Göteborgs kommun,60.0,2.0,4266.0,1695000.0,2022-03-28,0.0,28250.0,0.0,,57.7526741,11.9787775, 422 59,Skälltorp
Antenngatan 41a,Lägenhet,Göteborgs kommun,64.0,3.0,5705.0,3000000.0,2022-03-28,7.0,46875.0,0.0,,57.6527963,11.9315705, 421 33,Järnbrott
Skogaberg 91,Villa,Göteborgs kommun,98.0,4.0,,5380000.0,2022-03-28,4.0,54898.0,0.0,0.0,57.7465462,11.960959780885975, 422 49,Skogome
Morängatan 12,Lägenhet,Göteborgs kommun,47.0,2.0,3373.0,2215000.0,2022-03-28,3.0,47128.0,0.0,,57.7205313,12.0176478, 416 71,Bagaregården
Beryllgatan 44,Lägenhet,Göteborgs kommun,67.5,2.0,4217.0,2520000.0,2022-03-28,15.0,37333.0,0.0,,57.6568404,11.8868085, 426 58,Guldringen
Kapplandsgatan 118A,Lägenhet,Göteborgs kommun,54.8,2.0,3207.0,2600000.0,2022-03-28,9.0,47445.0,0.0,,57.6689171,11.9318244, 414 79,Högsbotorp
Bäckegatan 20,Lägenhet,Göteborgs kommun,77.0,3.0,4509.0,5200000.0,2022-03-28,,67532.0,0.0,,57.6949426,11.9398747, 413 16,Masthugget
Långängen 41C,Lägenhet,Göteborgs kommun,52.0,2.0,2218.0,2400000.0,2022-03-28,0.0,46154.0,0.0,,57.7224515,11.9350076, 417 17,Kvillebäcken
